0,0,7
0,1,7
0,2,7
0,3,7
0,4,7
0,5,7
0,6,7
0,7,7
0,8,7
0,9,7
0,10,7
0,11,7
0,12,7
0,13,7
0,14,7
0,15,4
0,16,4
0,17,4
0,18,4
0,19,4
0,20,4
0,21,4
0,22,4
0,23,4
0,24,4
0,25,4
0,26,4
0,27,4
0,28,4
0,29,4
0,30,4
0,31,4
0,32,4
0,33,4
0,34,4
0,35,4
0,36,4
0,37,4
0,38,4
0,39,4
0,40,4
0,41,4
0,42,4
0,43,4
0,44,4
0,45,4
0,46,4
0,47,4
0,48,4
0,49,4
0,50,4
0,51,4
0,52,4
0,53,4
0,54,4
0,55,4
0,56,4
0,57,4
0,58,4
0,59,4
0,60,4
0,61,4
0,62,4
0,63,4
0,64,4
0,65,4
0,66,4
0,67,4
0,68,4
0,69,4
0,70,4
0,71,4
0,72,4
0,73,4
0,74,4
0,75,4
0,76,4
0,77,4
0,78,4
0,79,4
0,80,4
0,81,4
0,82,4
0,83,4
0,84,4
0,85,4
0,86,4
0,87,4
0,88,4
0,89,4
0,90,4
0,91,4
0,92,4
0,93,4
0,94,4
0,95,4
0,96,4
0,97,4
0,98,4
0,99,4
1,0,7
1,1,7
1,2,7
1,3,7
1,4,7
1,5,7
1,6,7
1,7,7
1,8,7
1,9,7
1,10,7
1,11,7
1,12,7
1,13,7
1,14,7
1,15,7
1,16,4
1,17,4
1,18,4
1,19,4
1,20,4
1,21,4
1,22,4
1,23,4
1,24,4
1,25,4
1,26,4
1,27,4
1,28,4
1,29,4
1,30,4
1,31,4
1,32,4
1,33,4
1,34,4
1,35,4
1,36,4
1,37,4
1,38,4
1,39,4
1,40,4
1,41,4
1,42,4
1,43,4
1,44,4
1,45,4
1,46,4
1,47,4
1,48,4
1,49,4
1,50,4
1,51,4
1,52,4
1,53,4
1,54,4
1,55,4
1,56,4
1,57,4
1,58,4
1,59,4
1,60,4
1,61,4
1,62,4
1,63,4
1,64,4
1,65,4
1,66,4
1,67,4
1,68,4
1,69,4
1,70,4
1,71,4
1,72,4
1,73,4
1,74,4
1,75,4
1,76,4
1,77,4
1,78,4
1,79,4
1,80,4
1,81,4
1,82,4
1,83,4
1,84,4
1,85,4
1,86,4
1,87,4
1,88,4
1,89,4
1,90,4
1,91,4
1,92,4
1,93,4
1,94,4
1,95,4
1,96,4
1,97,4
1,98,4
1,99,4
2,0,3
2,1,7
2,2,7
2,3,7
2,4,7
2,5,7
2,6,7
2,7,7
2,8,7
2,9,7
2,10,7
2,11,7
2,12,7
2,13,7
2,14,7
2,15,7
2,16,7
2,17,4
2,18,4
2,19,4
2,20,4
2,21,4
2,22,4
2,23,4
2,24,4
2,25,4
2,26,4
2,27,4
2,28,4
2,29,4
2,30,4
2,31,4
2,32,4
2,33,4
2,34,4
2,35,4
2,36,4
2,37,4
2,38,4
2,39,4
2,40,4
2,41,4
2,42,4
2,43,4
2,44,4
2,45,4
2,46,4
2,47,4
2,48,4
2,49,4
2,50,4
2,51,4
2,52,4
2,53,4
2,54,4
2,55,4
2,56,4
2,57,4
2,58,4
2,59,4
2,60,4
2,61,4
2,62,4
2,63,4
2,64,4
2,65,4
2,66,4
2,67,4
2,68,4
2,69,4
2,70,4
2,71,4
2,72,4
2,73,4
2,74,4
2,75,4
2,76,4
2,77,4
2,78,4
2,79,4
2,80,4
2,81,4
2,82,4
2,83,4
2,84,4
2,85,4
2,86,4
2,87,4
2,88,4
