0,0,11
0,1,11
0,2,11
0,3,11
0,4,11
0,5,11
0,6,11
0,7,11
0,8,11
0,9,11
0,10,11
0,11,11
0,12,11
0,13,11
0,14,11
0,15,11
0,16,11
0,17,11
0,18,6
0,19,6
0,20,6
0,21,6
0,22,6
0,23,6
0,24,6
0,25,6
0,26,6
0,27,6
0,28,6
0,29,6
0,30,6
0,31,6
0,32,6
0,33,6
0,34,6
0,35,6
0,36,6
0,37,6
0,38,6
0,39,6
0,40,6
0,41,6
0,42,6
0,43,6
0,44,6
0,45,6
0,46,6
0,47,6
0,48,6
0,49,6
0,50,6
0,51,6
0,52,6
0,53,6
0,54,6
0,55,6
0,56,6
0,57,6
0,58,6
0,59,6
0,60,6
0,61,6
0,62,6
0,63,6
0,64,6
0,65,6
0,66,6
0,67,6
0,68,6
0,69,6
0,70,6
0,71,6
0,72,6
0,73,6
0,74,6
0,75,6
0,76,6
0,77,6
0,78,6
0,79,6
0,80,6
0,81,6
0,82,6
0,83,6
0,84,6
0,85,6
0,86,6
0,87,6
0,88,6
0,89,6
0,90,6
0,91,6
0,92,6
0,93,6
0,94,6
0,95,6
0,96,6
0,97,6
0,98,6
0,99,6
0,100,6
0,101,6
0,102,6
0,103,6
0,104,6
0,105,6
0,106,6
0,107,6
0,108,6
0,109,6
0,110,6
0,111,6
0,112,4
0,113,4
0,114,4
0,115,4
0,116,4
0,117,4
0,118,4
0,119,4
0,120,4
0,121,4
0,122,4
0,123,4
0,124,4
0,125,4
0,126,4
0,127,4
0,128,4
0,129,4
0,130,4
0,131,4
0,132,4
0,133,4
0,134,4
0,135,4
0,136,4
0,137,4
0,138,4
0,139,4
0,140,4
0,141,4
0,142,4
0,143,4
0,144,4
0,145,4
0,146,4
0,147,4
0,148,4
0,149,4
0,150,4
0,151,4
0,152,4
0,153,4
0,154,4
0,155,4
0,156,4
0,157,4
0,158,4
0,159,4
0,160,4
0,161,4
0,162,4
0,163,4
0,164,4
0,165,4
0,166,4
0,167,4
0,168,4
0,169,4
0,170,4
0,171,4
0,172,4
0,173,4
0,174,4
0,175,4
0,176,4
0,177,4
0,178,4
0,179,4
0,180,4
0,181,4
0,182,4
0,183,4
0,184,4
0,185,4
0,186,4
0,187,4
0,188,4
0,189,4
0,190,4
0,191,4
0,192,4
0,193,4
0,194,4
0,195,4
0,196,4
0,197,4
0,198,4
0,199,4
1,0,11
1,1,11
1,2,11
1,3,11
1,4,11
1,5,11
1,6,11
1,7,11
1,8,11
1,9,11
1,10,11
1,11,11
1,12,11
1,13,11
1,14,11
1,15,11
1,16,11
1,17,11
1,18,6
1,19,6
1,20,6
1,21,6
1,22,6
1,23,6
1,24,6
1,25,6
1,26,6
1,27,6
1,28,6
1,29,6
1,30,6
1,31,6
1,32,6
1,33,6
1,34,6
1,35,6
1,36,6
1,37,6
1,38,6
1,39,6
1,40,6
1,41,6
1,42,6
1,43,6
1,44,6
1,45,6
1,46,6
1,47,6
1,48,6
1,49,6
1,50,6
1,51,6
1,52,6
1,53,6
1,54,6
1,55,6
1,56,6
1,57,6
